"Time (s) good cart run #1","Position (m) good cart run #1","Velocity (m/s) good cart run #1","Acceleration (m/s²) good cart run #1","Time (s) bad cart plunger run #2","Position (m) bad cart plunger run #2","Velocity (m/s) bad cart plunger run #2","Acceleration (m/s²) bad cart plunger run #2","Time (s) bad cart magnetic run #3","Position (m) bad cart magnetic run #3","Velocity (m/s) bad cart magnetic run #3","Acceleration (m/s²) bad cart magnetic run #3","Time (s) good cart run #4","Position (m) good cart run #4","Velocity (m/s) good cart run #4","Acceleration (m/s²) good cart run #4","Time (s) good cart Run #5","Position (m) good cart Run #5","Velocity (m/s) good cart Run #5","Acceleration (m/s²) good cart Run #5","Time (s) good cart sail Run #6","Position (m) good cart sail Run #6","Velocity (m/s) good cart sail Run #6","Acceleration (m/s²) good cart sail Run #6","Time (s) stationary test run #7","Position (m) stationary test run #7","Velocity (m/s) stationary test run #7","Acceleration (m/s²) stationary test run #7","Time (s) stationary test run #8","Position (m) stationary test run #8","Velocity (m/s) stationary test run #8","Acceleration (m/s²) stationary test run #8","Time (s) stationary test run #9","Position (m) stationary test run #9","Velocity (m/s) stationary test run #9","Acceleration (m/s²) stationary test run #9","Time (s) stationary test run #10","Position (m) stationary test run #10","Velocity (m/s) stationary test run #10","Acceleration (m/s²) stationary test run #10","Time (s) stationary test run #11","Position (m) stationary test run #11","Velocity (m/s) stationary test run #11","Acceleration (m/s²) stationary test run #11","Time (s) goodd cart run #12","Position (m) goodd cart run #12","Velocity (m/s) goodd cart run #12","Acceleration (m/s²) goodd cart run #12"
12.260,0.95,0.03,0.24,12.260,1.11,0.00,0.24,12.260,1.09,-0.23,0.08,12.260,0.97,0.14,1.87,12.260,0.98,0.12,0.08,12.260,1.11,0.12,0.54,12.260,1.12,0.00,0.00,12.260,0.45,0.00,0.00,12.260,1.08,0.00,-0.20,12.260,0.62,0.00,0.13,12.260,0.89,0.00,0.00,12.260,1.06,-0.16,-1.02
12.270,0.95,0.03,0.01,12.270,1.11,0.01,0.14,12.270,1.09,-0.23,0.10,12.270,0.98,0.17,1.16,12.270,0.98,0.12,0.10,12.270,1.11,0.12,0.32,12.270,1.12,0.00,0.00,12.270,0.45,0.00,0.00,12.270,1.08,0.00,0.00,12.270,0.62,0.00,0.24,12.270,0.89,0.00,0.00,12.270,1.06,-0.18,-1.38
12.280,0.95,0.04,-0.10,12.280,1.11,0.01,-0.19,12.280,1.09,-0.23,0.24,12.280,0.98,0.18,-0.47,12.280,0.98,0.12,0.25,12.280,1.11,0.12,0.25,12.280,1.12,0.00,0.00,12.280,0.45,0.00,0.00,12.280,1.08,-9.00E-4,0.22,12.280,0.62,0.01,-0.05,12.280,0.89,0.00,0.00,12.280,1.06,-0.20,-0.62
12.290,0.95,0.03,0.06,12.290,1.11,0.00,-0.43,12.290,1.09,-0.23,0.42,12.290,0.98,0.15,-1.31,12.290,0.98,0.12,0.42,12.290,1.11,0.12,0.19,12.290,1.12,0.00,0.00,12.290,0.45,0.00,0.00,12.290,1.08,0.00,0.14,12.290,0.62,0.00,-0.36,12.290,0.89,0.00,0.00,12.290,1.06,-0.19,0.31
12.300,0.95,0.03,0.38,12.300,1.11,-0.01,-0.33,12.300,1.09,-0.22,0.49,12.300,0.98,0.13,-0.79,12.300,0.98,0.13,0.49,12.300,1.11,0.14,-0.40,12.300,1.12,0.00,0.00,12.300,0.45,0.00,0.00,12.300,1.08,0.00,-0.03,12.300,0.62,-0.01,-0.25,12.300,0.89,0.00,0.00,12.300,1.06,-0.19,0.64
12.310,0.95,0.04,0.63,12.310,1.11,-0.01,0.00,12.310,1.08,-0.22,0.48,12.310,0.98,0.14,0.15,12.310,0.99,0.13,0.44,12.310,1.11,0.12,-1.22,12.310,1.12,0.00,,12.310,0.45,0.00,0.00,12.310,1.08,0.00,-0.11,12.310,0.62,-0.01,0.12,12.310,0.89,0.00,0.00,12.310,1.05,-0.18,0.57
12.320,0.95,0.05,0.60,12.320,1.11,0.00,0.21,12.320,1.08,-0.21,0.32,12.320,0.98,0.14,0.40,12.320,0.99,0.14,0.40,12.320,1.12,0.10,-1.15,12.320,1.12,0.00,,12.320,0.45,0.00,0.00,12.320,1.08,0.00,-0.06,12.320,0.62,-5.17E-4,0.31,12.320,0.89,0.00,0.00,12.320,1.05,-0.17,0.59
12.330,0.95,0.05,0.49,12.330,1.11,0.00,0.17,12.330,1.08,-0.21,0.18,12.330,0.99,0.15,0.12,12.330,0.99,0.14,0.39,12.330,1.12,0.09,0.36,12.330,1.12,,,12.330,0.45,0.00,0.00,12.330,1.08,0.00,0.00,12.330,0.62,0.00,0.18,12.330,0.89,0.00,0.00,12.330,1.05,-0.17,0.60
12.340,0.95,0.06,0.44,12.340,1.11,0.00,0.05,12.340,1.08,-0.21,0.21,12.340,0.99,0.14,-0.04,12.340,0.99,0.15,0.21,12.340,1.12,0.10,1.46,,,,,12.340,0.45,0.00,0.00,12.340,1.08,0.00,0.00,12.340,0.62,0.00,-0.04,12.340,0.89,0.00,0.00,12.340,1.05,-0.16,0.43
12.350,0.95,0.06,0.40,12.350,1.11,0.00,0.03,12.350,1.08,-0.21,0.32,12.350,0.99,0.14,0.06,12.350,0.99,0.15,-0.10,12.350,1.12,0.13,1.55,,,,,12.350,0.45,0.00,0.00,12.350,1.08,0.00,0.00,12.350,0.62,0.00,-0.10,12.350,0.89,0.00,0.01,12.350,1.05,-0.16,-0.07
12.360,0.95,0.07,0.37,12.360,1.11,-9.24E-4,0.11,12.360,1.07,-0.20,0.40,12.360,0.99,0.14,0.39,12.360,0.99,0.14,-0.19,12.360,1.12,0.13,0.85,,,,,12.360,0.45,0.00,0.00,12.360,1.08,0.00,0.00,12.360,0.62,0.00,-0.07,12.360,0.89,0.00,-0.04,12.360,1.05,-0.16,-0.63
12.370,0.95,0.07,0.23,12.370,1.11,0.00,0.09,12.370,1.07,-0.20,0.34,12.370,0.99,0.15,0.67,12.370,0.99,0.14,0.16,12.370,1.12,0.15,0.25,,,,,12.370,0.45,0.00,0.00,12.370,1.08,0.00,0.00,12.370,0.62,0.00,0.05,12.370,0.89,7.46E-4,-0.10,12.370,1.04,-0.17,-0.60
12.380,0.96,0.07,0.03,12.380,1.11,0.00,-0.06,12.380,1.07,-0.20,0.32,12.380,0.99,0.16,0.45,12.380,1.00,0.14,0.55,12.380,1.12,0.14,-0.19,,,,,12.380,0.45,0.00,0.00,12.380,1.08,0.00,0.00,12.380,0.62,-5.17E-4,0.06,12.380,0.89,0.00,-0.11,12.380,1.04,-0.18,0.16
12.390,0.96,0.07,0.02,12.390,1.11,9.24E-4,-0.22,12.390,1.07,-0.19,0.40,12.390,0.99,0.17,-0.34,12.390,1.00,0.15,0.53,12.390,1.12,0.14,-0.89,,,,,12.390,0.45,0.00,0.00,12.390,1.08,0.00,0.00,12.390,0.62,0.00,0.02,12.390,0.89,0.00,-0.06,12.390,1.04,-0.17,0.92
12.400,0.96,0.07,0.33,12.400,1.11,0.00,-0.14,12.400,1.07,-0.19,0.35,12.400,1.00,0.15,-1.08,12.400,1.00,0.16,0.19,12.400,1.12,0.13,-1.21,,,,,12.400,0.45,0.00,0.00,12.400,1.08,0.00,0.00,12.400,0.62,0.00,-0.09,12.400,0.89,0.00,-1.45E-5,12.400,1.04,-0.15,0.99
12.410,0.96,0.07,0.63,12.410,1.11,0.00,0.03,12.410,1.06,-0.18,0.26,12.410,1.00,0.14,-0.82,12.410,1.00,0.16,-0.27,12.410,1.13,0.11,-1.11,,,,,12.410,0.45,0.00,0.00,12.410,1.08,0.00,0.00,12.410,0.62,5.17E-4,-0.16,12.410,0.89,0.00,-0.01,12.410,1.04,-0.15,0.52
12.420,0.96,0.09,0.46,12.420,1.11,0.00,0.11,12.420,1.06,-0.19,0.34,12.420,1.00,0.13,0.20,12.420,1.00,0.15,-0.27,12.420,1.13,0.10,-0.52,,,,,12.420,0.45,0.00,0.00,12.420,1.08,0.00,0.00,12.420,0.62,0.00,-0.07,12.420,0.89,0.00,0.04,12.420,1.04,-0.15,0.14
12.430,0.96,0.09,0.11,12.430,1.11,0.00,0.06,12.430,1.06,-0.18,0.54,12.430,1.00,0.14,1.31,12.430,1.00,0.14,0.16,12.430,1.13,0.10,-0.24,,,,,12.430,0.45,0.00,0.00,12.430,1.08,0.00,0.00,12.430,0.62,0.00,0.03,12.430,0.89,0.00,0.10,12.430,1.03,-0.15,0.10
12.440,0.96,0.08,0.01,12.440,1.11,0.00,0.00,12.440,1.06,-0.17,0.55,12.440,1.00,0.16,1.92,12.440,1.01,0.16,0.72,12.440,1.13,0.10,-0.51,,,,,12.440,0.45,0.00,0.00,12.440,1.08,0.00,0.00,12.440,0.62,0.00,0.15,12.440,0.89,0.00,0.11,12.440,1.03,-0.14,0.26
12.450,0.96,0.09,0.12,12.450,1.11,0.00,0.00,12.450,1.06,-0.17,0.28,12.450,1.00,0.18,1.91,12.450,1.01,0.16,0.86,12.450,1.13,0.09,-0.84,,,,,12.450,0.45,0.00,0.00,12.450,1.08,0.00,0.00,12.450,0.62,-5.17E-4,0.12,12.450,0.89,0.00,0.06,12.450,1.03,-0.14,0.38
12.460,0.96,0.09,0.38,12.460,1.11,0.00,0.00,12.460,1.05,-0.17,0.08,12.460,1.00,0.20,1.26,12.460,1.01,0.18,0.31,12.460,1.13,0.08,-1.16,,,,,12.460,0.45,0.00,-0.01,12.460,1.08,0.00,0.00,12.460,0.62,0.00,-0.03,12.460,0.89,0.00,0.00,12.460,1.03,-0.14,0.40
12.470,0.96,0.09,0.63,12.470,1.11,0.00,0.00,12.470,1.05,-0.17,0.10,12.470,1.01,0.21,-0.29,12.470,1.01,0.17,0.03,12.470,1.13,0.07,-1.51,,,,,12.470,0.45,0.00,0.04,12.470,1.08,0.00,0.00,12.470,0.62,5.17E-4,-0.14,12.470,0.89,0.00,0.00,12.470,1.03,-0.13,0.35
12.480,0.96,0.10,0.67,12.480,1.11,0.00,0.00,12.480,1.05,-0.16,0.23,12.480,1.01,0.20,-1.39,12.480,1.01,0.16,-0.10,12.480,1.13,0.05,-1.99,,,,,12.480,0.45,-3.73E-4,0.10,12.480,1.08,0.00,0.00,12.480,0.62,0.00,-0.17,12.480,0.89,0.00,0.00,12.480,1.03,-0.13,0.29
12.490,0.96,0.11,0.28,12.490,1.11,0.00,0.00,12.490,1.05,-0.16,0.43,12.490,1.01,0.17,-1.51,12.490,1.01,0.18,-0.04,12.490,1.13,0.03,-2.49,,,,,12.490,0.45,0.00,0.07,12.490,1.08,0.00,0.00,12.490,0.62,0.00,-0.02,12.490,0.89,0.00,0.01,12.490,1.03,-0.13,0.32
12.500,0.97,0.11,-0.04,12.500,1.11,0.00,0.00,12.500,1.05,-0.16,0.62,12.500,1.01,0.17,-0.23,12.500,1.02,0.17,-0.26,12.500,1.13,0.01,-3.11,,,,,12.500,0.45,0.00,-0.08,12.500,1.08,0.00,0.00,12.500,0.62,0.00,0.09,12.500,0.89,0.00,-0.04,12.500,1.02,-0.12,0.22
12.510,0.97,0.10,0.38,12.510,1.11,0.00,0.00,12.510,1.05,-0.15,0.68,12.510,1.01,0.16,1.17,12.510,1.02,0.17,-0.52,12.510,1.13,-0.03,-3.26,,,,,12.510,0.45,3.73E-4,-0.20,12.510,1.08,0.00,0.00,12.510,0.62,0.00,0.14,12.510,0.89,7.46E-4,-0.10,12.510,1.02,-0.12,0.10
12.520,0.97,0.11,1.23,12.520,1.11,0.00,0.00,12.520,1.05,-0.14,0.49,12.520,1.02,0.20,1.43,12.520,1.02,0.16,-0.09,12.520,1.13,-0.08,-2.30,,,,,12.520,0.45,0.00,-0.11,12.520,1.08,0.00,0.00,12.520,0.62,-5.17E-4,0.16,12.520,0.89,0.00,-0.11,12.520,1.02,-0.12,0.04
12.530,0.97,0.13,1.45,12.530,1.11,0.00,0.00,12.530,1.04,-0.14,0.25,12.530,1.02,0.21,0.99,12.530,1.02,0.16,0.56,12.530,1.13,-0.09,-0.65,,,,,12.530,0.45,0.00,0.04,12.530,1.08,0.00,0.00,12.530,0.62,0.00,0.07,12.530,0.89,0.00,-0.06,12.530,1.02,-0.12,0.20
12.540,0.97,0.15,0.86,12.540,1.11,0.00,0.00,12.540,1.04,-0.14,0.18,12.540,1.02,0.21,0.25,12.540,1.02,0.17,1.27,12.540,1.13,-0.07,0.11,,,,,12.540,0.45,0.00,0.10,12.540,1.08,0.00,0.00,12.540,0.62,0.00,-0.07,12.540,0.89,0.00,-1.45E-5,12.540,1.02,-0.12,0.53
12.550,0.97,0.15,0.23,12.550,1.11,0.00,0.00,12.550,1.04,-0.14,0.22,12.550,1.02,0.21,-0.01,12.550,1.02,0.18,1.30,12.550,1.13,-0.07,-0.70,,,,,12.550,0.45,0.00,0.05,12.550,1.08,0.00,0.00,12.550,0.62,5.17E-4,-0.25,12.550,0.89,0.00,-0.01,12.550,1.02,-0.11,0.70
12.560,0.97,0.15,0.03,12.560,1.11,0.00,0.00,12.560,1.04,-0.13,0.29,12.560,1.02,0.21,-0.01,12.560,1.03,0.20,0.72,12.560,1.13,-0.09,-1.61,,,,,12.560,0.45,0.00,0.00,12.560,1.08,0.00,0.00,12.560,0.62,0.00,-0.23,12.560,0.89,0.00,0.04,12.560,1.02,-0.10,0.78
12.570,0.97,0.15,0.14,12.570,1.11,0.00,0.00,12.570,1.04,-0.13,0.27,12.570,1.03,0.20,0.22,12.570,1.03,0.20,0.26,12.570,1.13,-0.12,-1.48,,,,,12.570,0.45,0.00,0.00,12.570,1.08,0.00,0.00,12.570,0.62,-0.01,-0.03,12.570,0.89,0.00,0.10,12.570,1.02,-0.10,0.72
12.580,0.98,0.15,-0.12,12.580,1.11,0.00,0.00,12.580,1.04,-0.13,0.31,12.580,1.03,0.21,0.37,12.580,1.03,0.20,0.35,12.580,1.13,-0.12,-0.83,,,,,12.580,0.45,0.00,0.00,12.580,1.08,0.00,0.00,12.580,0.62,0.00,0.18,12.580,0.89,0.00,0.11,12.580,1.02,-0.09,0.76
12.590,0.98,0.15,0.04,12.590,1.11,0.00,0.00,12.590,1.04,-0.13,0.42,12.590,1.03,0.22,0.03,12.590,1.03,0.21,0.62,12.590,1.13,-0.12,-0.40,,,,,12.590,0.45,0.00,0.00,12.590,1.08,0.00,0.00,12.590,0.62,-5.17E-4,0.26,12.590,0.89,0.00,0.06,12.590,1.02,-0.08,0.70
12.600,0.98,0.14,0.74,12.600,1.11,0.00,0.02,12.600,1.03,-0.12,0.51,12.600,1.03,0.21,-0.24,12.600,1.03,0.22,0.11,12.600,1.12,-0.13,-0.37,,,,,12.600,0.45,0.00,0.00,12.600,1.08,0.00,0.00,12.600,0.62,0.00,0.12,12.600,0.89,0.00,0.00,12.600,1.01,-0.07,0.27
12.610,0.98,0.16,0.92,12.610,1.11,0.00,-0.02,12.610,1.03,-0.11,0.43,12.610,1.04,0.20,0.21,12.610,1.04,0.22,-0.59,12.610,1.12,-0.13,-0.30,,,,,12.610,0.45,0.00,0.00,12.610,1.08,0.00,0.00,12.610,0.62,0.00,-0.04,12.610,0.89,0.00,0.00,12.610,1.01,-0.07,-0.27
12.620,0.98,0.18,-0.12,12.620,1.11,9.24E-4,-0.14,12.620,1.03,-0.11,0.24,12.620,1.04,0.21,0.91,12.620,1.04,0.19,-0.07,12.620,1.12,-0.13,0.00,,,,,12.620,0.45,0.00,0.00,12.620,1.08,0.00,0.00,12.620,0.62,0.00,-0.10,12.620,0.89,0.00,0.00,12.620,1.01,-0.08,-0.46
12.630,0.98,0.16,-1.65,12.630,1.11,0.00,-0.19,12.630,1.03,-0.11,0.21,12.630,1.04,0.23,1.14,12.630,1.04,0.20,1.39,12.630,1.12,-0.14,-0.16,,,,,12.630,0.45,0.00,0.00,12.630,1.08,0.00,0.00,12.630,0.62,0.00,-0.06,12.630,0.89,0.00,0.00,12.630,1.01,-0.09,-0.02
12.640,0.99,0.13,-1.50,12.640,1.11,-0.01,-0.06,12.640,1.03,-0.11,0.33,12.640,1.04,0.24,1.06,12.640,1.04,0.24,2.00,12.640,1.12,-0.13,-0.27,,,,,12.640,0.45,0.00,0.00,12.640,1.08,0.00,-0.02,12.640,0.62,0.00,0.00,12.640,0.89,0.00,0.00,12.640,1.01,-0.08,0.48
12.650,0.99,0.11,0.03,12.650,1.11,0.00,0.18,12.650,1.03,-0.10,0.36,12.650,1.04,0.25,0.84,12.650,1.05,0.26,1.25,12.650,1.12,-0.15,-0.41,,,,,12.650,0.45,0.00,0.00,12.650,1.08,0.00,0.03,12.650,0.62,0.00,0.00,12.650,0.89,0.00,0.00,12.650,1.01,-0.07,0.53
12.660,0.99,0.14,1.24,12.660,1.11,-9.24E-4,0.27,12.660,1.03,-0.10,0.24,12.660,1.05,0.26,0.05,12.660,1.05,0.25,0.31,12.660,1.12,-0.14,-0.27,,,,,12.660,0.45,0.00,0.00,12.660,1.08,-9.00E-4,0.10,12.660,0.62,0.00,0.00,12.660,0.89,0.00,0.00,12.660,1.01,-0.07,0.30
12.670,0.99,0.16,1.23,12.670,1.11,0.00,0.17,12.670,1.03,-0.10,0.21,12.670,1.05,0.26,-0.78,12.670,1.05,0.25,-0.16,12.670,1.11,-0.15,0.37,,,,,12.670,0.45,0.00,0.00,12.670,1.08,0.00,0.11,12.670,0.62,0.00,0.00,12.670,0.89,0.00,0.00,12.670,1.01,-0.07,0.18
12.680,0.99,0.16,0.51,12.680,1.11,0.00,0.08,12.680,1.03,-0.10,0.32,12.680,1.05,0.23,-0.28,12.680,1.05,0.26,-0.35,12.680,1.11,-0.14,0.62,,,,,12.680,0.45,0.00,0.00,12.680,1.08,0.00,0.06,12.680,0.62,0.00,0.00,12.680,0.89,0.00,0.01,12.680,1.01,-0.07,0.39
12.690,0.99,0.16,0.13,12.690,1.11,0.00,-0.03,12.690,1.03,-0.09,0.37,12.690,1.05,0.23,1.28,12.690,1.06,0.25,-0.21,12.690,1.11,-0.12,0.78,,,,,12.690,0.45,0.00,0.00,12.690,1.08,0.00,-1.56E-5,12.690,0.62,0.00,0.00,12.690,0.89,0.00,-0.02,12.690,1.01,-0.06,0.60
12.700,0.99,0.16,0.12,12.700,1.11,0.00,-0.10,12.700,1.02,-0.09,0.40,12.700,1.06,0.27,1.85,12.700,1.06,0.24,0.23,12.700,1.11,-0.13,0.24,,,,,12.700,0.45,0.00,0.00,12.700,1.08,0.00,0.01,12.700,0.62,0.00,0.01,12.700,0.89,7.45E-4,-0.13,12.700,1.01,-0.05,0.55
12.710,1.00,0.16,0.39,12.710,1.11,0.00,-0.11,12.710,1.02,-0.09,0.53,12.710,1.06,0.29,0.73,12.710,1.06,0.26,0.52,12.710,1.11,-0.12,-0.19,,,,,12.710,0.45,0.00,0.00,12.710,1.08,0.00,-0.03,12.710,0.62,0.00,-0.04,12.710,0.89,0.00,-0.22,12.710,1.01,-0.05,0.28
12.720,1.00,0.17,0.60,12.720,1.11,0.00,-0.06,12.720,1.02,-0.08,0.60,12.720,1.06,0.28,-0.35,12.720,1.06,0.26,0.38,12.720,1.11,-0.13,-2.79E-4,,,,,12.720,0.45,0.00,-0.01,12.720,1.08,0.00,-0.10,12.720,0.62,5.17E-4,-0.10,12.720,0.89,-0.01,-0.15,12.720,1.01,-0.05,0.07
12.730,1.00,0.18,0.59,12.730,1.11,0.00,0.00,12.730,1.02,-0.07,0.36,12.730,1.07,0.27,-0.34,12.730,1.07,0.26,0.22,12.730,1.11,-0.13,-2.77E-4,,,,,12.730,0.45,0.00,0.04,12.730,1.08,0.00,-0.13,12.730,0.62,0.00,-0.07,12.730,0.89,-0.01,0.07,12.730,1.01,-0.05,0.15
12.740,1.00,0.18,0.18,12.740,1.11,0.00,0.02,12.740,1.02,-0.07,0.02,12.740,1.07,0.27,-0.01,12.740,1.07,0.26,0.23,12.740,1.11,-0.12,-0.03,,,,,12.740,0.45,-3.73E-4,0.10,12.740,1.08,0.00,-0.05,12.740,0.62,0.00,0.09,12.740,0.89,0.00,0.20,12.740,1.01,-0.05,0.31
12.750,1.00,0.19,-0.21,12.750,1.11,0.00,-0.03,12.750,1.02,-0.07,0.06,12.750,1.07,0.28,-0.32,12.750,1.07,0.27,-0.05,12.750,1.11,-0.13,0.00,,,,,12.750,0.45,0.00,0.07,12.750,1.08,-9.00E-4,0.13,12.750,0.62,-5.17E-4,0.18,12.750,0.89,0.00,0.17,12.750,1.00,-0.04,0.42
12.760,1.00,0.17,-0.27,12.760,1.11,9.24E-4,-0.11,12.760,1.02,-0.07,0.39,12.760,1.07,0.27,-0.75,12.760,1.07,0.27,-0.99,12.760,1.10,-0.13,0.35,,,,,12.760,0.45,0.00,-0.08,12.760,1.08,0.00,0.22,12.760,0.62,0.00,-0.01,12.760,0.89,0.00,0.06,12.760,1.00,-0.04,0.46
12.770,1.01,0.18,0.10,12.770,1.11,0.00,-0.08,12.770,1.02,-0.06,0.62,12.770,1.08,0.25,-0.24,12.770,1.08,0.25,-2.14,12.770,1.10,-0.11,0.55,,,,,12.770,0.45,3.73E-4,-0.20,12.770,1.08,0.01,0.16,12.770,0.62,0.00,-0.25,12.770,0.89,0.00,0.00,12.770,1.00,-0.03,0.53
12.780,1.01,0.18,0.88,12.780,1.11,0.00,0.03,12.780,1.02,-0.06,0.50,12.780,1.08,0.25,0.87,12.780,1.08,0.22,-2.29,12.780,1.10,-0.11,0.25,,,,,12.780,0.45,0.00,-0.11,12.780,1.08,0.01,-0.08,12.780,0.62,-0.01,-0.23,12.780,0.89,0.00,0.00,12.780,1.00,-0.03,0.57
12.790,1.01,0.19,1.19,12.790,1.11,-1.11E-14,0.11,12.790,1.02,-0.05,0.22,12.790,1.08,0.28,0.91,12.790,1.08,0.19,-0.68,12.790,1.10,-0.12,0.19,,,,,12.790,0.45,0.00,0.04,12.790,1.08,0.00,-0.19,12.790,0.62,-0.01,0.02,12.790,0.89,0.00,0.00,12.790,1.00,-0.02,0.42
12.800,1.01,0.21,0.72,12.800,1.11,1.11E-14,0.06,12.800,1.02,-0.05,0.07,12.800,1.08,0.30,-0.78,12.800,1.08,0.19,1.69,12.800,1.10,-0.11,0.25,,,,,12.800,0.45,0.00,0.10,12.800,1.08,-9.01E-4,-0.05,12.800,0.62,0.00,0.20,12.800,0.89,0.00,0.00,12.800,1.00,-0.02,0.25
12.810,1.01,0.21,-0.62,12.810,1.11,0.00,0.00,12.810,1.02,-0.05,0.12,12.810,1.09,0.27,-2.37,12.810,1.08,0.24,2.55,12.810,1.10,-0.10,-0.05,,,,,12.810,0.45,0.00,0.05,12.810,1.08,0.00,0.16,12.810,0.62,0.00,0.16,12.810,0.89,0.00,0.00,12.810,1.00,-0.02,0.18
12.820,1.02,0.20,-1.47,12.820,1.11,-1.11E-14,8.20E-27,12.820,1.02,-0.05,0.37,12.820,1.09,0.22,-1.80,12.820,1.09,0.27,0.92,12.820,1.10,-0.11,0.02,,,,,12.820,0.45,0.00,0.00,12.820,1.08,0.01,0.14,12.820,0.62,0.00,0.06,12.820,0.89,0.00,0.00,12.820,1.00,-0.02,0.21
12.830,1.02,0.17,-0.83,12.830,1.11,1.11E-14,-0.02,12.830,1.02,-0.05,0.62,12.830,1.09,0.21,0.28,12.830,1.09,0.26,-1.61,12.830,1.10,-0.12,0.50,,,,,12.830,0.45,0.00,0.00,12.830,1.08,0.01,-0.05,12.830,0.62,0.00,0.00,12.830,0.89,0.00,0.00,12.830,1.00,-0.01,0.31
12.840,1.02,0.17,0.53,12.840,1.11,0.00,0.05,12.840,1.02,-0.04,0.68,12.840,1.09,0.24,1.41,12.840,1.09,0.22,-2.58,12.840,1.09,-0.10,0.68,,,,,12.840,0.45,0.00,0.00,12.840,1.08,0.00,-0.08,12.840,0.62,0.00,0.00,12.840,0.89,0.00,0.00,12.840,1.00,-0.01,0.42
12.850,1.02,0.19,1.45,12.850,1.11,-9.24E-4,0.08,12.850,1.02,-0.03,0.50,12.850,1.10,0.26,1.09,12.850,1.09,0.19,-1.08,12.850,1.09,-0.09,0.39,,,,,12.850,0.45,0.00,0.00,12.850,1.08,0.00,0.03,12.850,0.62,0.00,0.00,12.850,0.89,0.00,0.00,12.850,1.00,0.00,0.51
12.860,1.02,0.21,1.11,12.860,1.11,0.00,-0.03,12.860,1.02,-0.03,0.22,12.860,1.10,0.26,0.43,12.860,1.10,0.19,1.52,12.860,1.09,-0.10,0.45,,,,,12.860,0.45,0.00,0.00,12.860,1.08,0.01,0.11,12.860,0.62,0.00,0.00,12.860,0.89,0.00,0.00,12.860,1.00,0.00,0.42
12.870,1.03,0.22,0.46,12.870,1.11,9.24E-4,-0.13,12.870,1.01,-0.03,0.07,12.870,1.10,0.26,0.08,12.870,1.10,0.23,2.92,12.870,1.09,-0.09,1.03,,,,,12.870,0.45,0.00,0.00,12.870,1.08,0.01,0.06,12.870,0.62,0.00,-0.01,12.870,0.89,0.00,0.00,12.870,1.00,0.01,0.25
12.880,1.03,0.21,0.26,12.880,1.11,0.00,-0.03,12.880,1.01,-0.03,0.13,12.880,1.10,0.27,-0.14,12.880,1.10,0.27,2.45,12.880,1.09,-0.07,0.91,,,,,12.880,0.45,0.00,-0.01,12.880,1.08,0.01,0.02,12.880,0.62,0.00,0.04,12.880,0.89,0.00,0.00,12.880,1.00,0.00,0.19
12.890,1.03,0.22,0.52,12.890,1.11,-9.24E-4,0.14,12.890,1.01,-0.02,0.35,12.890,1.11,0.26,-0.01,12.890,1.10,0.28,1.17,12.890,1.09,-0.06,0.14,,,,,12.890,0.45,0.00,0.04,12.890,1.08,0.01,-0.02,12.890,0.62,-5.17E-4,0.10,12.890,0.89,0.00,0.00,12.890,1.00,0.01,0.19
12.900,1.03,0.22,0.81,12.900,1.11,0.00,0.00,12.900,1.01,-0.02,0.51,12.900,1.11,0.25,0.86,12.900,1.11,0.29,0.48,12.900,1.09,-0.08,-0.15,,,,,12.900,0.45,-3.73E-4,0.10,12.900,1.08,0.01,-0.14,12.900,0.62,0.00,0.10,12.900,0.89,0.00,0.00,12.900,1.00,0.01,0.16
12.910,1.03,0.23,0.72,12.910,1.11,0.00,-0.24,12.910,1.01,-0.01,0.42,12.910,1.11,0.27,1.55,12.910,1.11,0.29,0.51,12.910,1.09,-0.07,0.24,,,,,12.910,0.45,0.00,0.07,12.910,1.08,0.00,-0.19,12.910,0.62,0.00,0.06,12.910,0.89,0.00,0.00,12.910,1.00,0.01,0.22
12.920,1.04,0.24,0.36,12.920,1.11,-0.01,-0.14,12.920,1.01,-0.01,0.24,12.920,1.11,0.30,1.33,12.920,1.11,0.30,0.57,12.920,1.09,-0.06,0.48,,,,,12.920,0.45,0.00,-0.08,12.920,1.08,-9.01E-4,-0.06,12.920,0.62,0.00,-0.04,12.920,0.89,0.00,0.00,12.920,1.00,0.01,0.48
12.930,1.04,0.24,0.02,12.930,1.11,0.00,0.22,12.930,1.01,-0.01,0.20,12.930,1.12,0.30,0.41,12.930,1.11,0.30,0.12,12.930,1.09,-0.06,0.32,,,,,12.930,0.45,3.73E-4,-0.20,12.930,1.08,0.00,0.18,12.930,0.62,0.00,-0.10,12.930,0.89,0.00,0.01,12.930,1.00,0.02,0.70
12.940,1.04,0.24,0.06,12.940,1.11,0.00,0.38,12.940,1.01,-0.01,0.34,12.940,1.12,0.30,-0.34,12.940,1.12,0.30,-0.94,12.940,1.09,-0.06,0.16,,,,,12.940,0.45,0.00,-0.11,12.940,1.08,0.00,0.27,12.940,0.62,0.00,-0.11,12.940,0.89,0.00,-0.04,12.940,1.00,0.03,0.63
